selector,type,count,files
.4rem,class,3,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.8rem,class,4,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\LoginModal.jsx"
.footer-column,class,1,"components\HomePage.jsx"
.7em,class,0,""
.15em,class,0,""
.5em,class,0,""
.footer-link-headline,class,0,""
.10em,class,0,""
.3em,class,0,""
.6em,class,0,""
.30,class,18,"app\api\chat\conversations\route.js;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\backgrounds\BackgroundLayer.jsx;components\ChatSidebar.jsx;components\i18n\I18nProvider.jsx;components\Space.jsx;components\SplashCursor.jsx;lib\auth\pin-login.js;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;package-lock.json;rag-service\main.py;temp_et_head.json"
.14,class,8,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\ProfiilBody.jsx;components\ChatSidebar.jsx;components\ui\SotsiaalAILoader.jsx;package-lock.json"
.08,class,4,"app\start\page.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\KasutusjuhendBody.jsx;components\ui\SotsiaalAILoader.jsx"
.085,class,0,""
.38,class,2,"components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.99,class,7,"messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;temp_et_head.json"
.footer-logo-img,class,1,"components\HomePage.jsx"
.4375rem,class,0,""
.375em,class,0,""
.4em,class,2,"app\error.jsx;app\notfound.jsx"
.2em,class,2,"app\error.jsx;app\notfound.jsx"
.alaleht-footer,class,10,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\KasutustingimusedBody.jsx;components\alalehed\MeistBody.jsx;components\alalehed\PrivaatsusBody.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.04em,class,1,"components\admin\RagAdminPanel.jsx"
.9em,class,0,""
.chat-footer,class,3,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.2rem,class,3,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-footer--analysis-open,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-back-btn-wrapper,class,4,"app\error.jsx;app\notfound.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.7rem,class,4,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\ui\FancyRadio.jsx"
.link-small,class,0,""
.mobile-ask-btn,class,0,""
.14em,class,0,""
.86em,class,0,""
.11,class,11,"components\alalehed\ProfiilBody.jsx;components\SplashCursor.jsx;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;package-lock.json;package.json;temp_et_head.json"
.17s,class,0,""
.13s,class,0,""
.sr-only,class,5,"components\accessibility\AccessibilityModal.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\ProfiilBody.jsx;components\LoginModal.jsx"
.glass-bottom-link,class,0,""
.text-muted,class,1,"components\pwa\InstallAppLink.jsx"
.56,class,5,"components\alalehed\ChatBodyBackup.jsx;components\backgrounds\ColorBends.jsx;components\Space.jsx;package-lock.json;package.json"
.glass-list--compact,class,1,"components\alalehed\MeistBody.jsx"
.unustasid-parooli-link,class,1,"components\LoginModal.jsx"
.login-modal-bottom-link,class,1,"components\LoginModal.jsx"
.link-brand-inline,class,2,"components\alalehed\RegistreerimineBody.jsx;components\LoginModal.jsx"
.02em,class,0,""
.32em,class,0,""
.38em,class,0,""
.06em,class,0,""
.install-section,class,1,"components\pwa\InstallAppLink.jsx"
.6rem,class,2,"components\admin\RagAdminPanel.jsx;components\ui\FancyCheckbox.jsx"
.92em,class,0,""
.95em,class,0,""
.18em,class,0,""
.40,class,5,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\backgrounds\Particles.jsx;components\ui\FancyCheckbox.jsx;components\ui\SotsiaalAILoader.jsx"
.meist-body,class,0,""
.epost-row,class,1,"components\alalehed\MeistBody.jsx"
.8125rem,class,0,""
.5px,class,0,""
.08s,class,0,""
.94,class,2,"components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.42rem,class,0,""
.avatar-label,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.3s,class,1,"components\TextAnimations\CircularText\CircularText.jsx"
.profile-header-center,class,1,"components\alalehed\ProfiilBody.jsx"
.55em,class,0,""
.profile-role-pill,class,1,"components\alalehed\ProfiilBody.jsx"
.35em,class,0,""
.22em,class,0,""
.profile-tellimus-link,class,0,""
.2s,class,1,"app\start\page.jsx"
.15s,class,0,""
.profile-form-vertical,class,1,"components\alalehed\ProfiilBody.jsx"
.08em,class,0,""
.01em,class,0,""
.input-modern,class,3,"components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\LoginModal.jsx"
.8em,class,2,"app\error.jsx;app\notfound.jsx"
.profile-btn-row,class,1,"components\alalehed\ProfiilBody.jsx"
.profile-btn-row--duo,class,0,""
.6vw,class,0,""
.profile-email-field,class,1,"components\alalehed\ProfiilBody.jsx"
.85rem,class,3,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.profile-email-dock-wrapper,class,1,"components\alalehed\ProfiilBody.jsx"
.dock-panel,class,1,"components\effects\Components\Dock\Dock.jsx"
.profile-email-dock,class,1,"components\alalehed\ProfiilBody.jsx"
.65rem,class,3,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.48,class,2,"components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.dock-item,class,1,"components\effects\Components\Dock\Dock.jsx"
.15,class,14,"app\api\chat\route.js;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\ProfiilBody.jsx;components\backgrounds\ColorBends.jsx;components\backgrounds\Particles.jsx;components\ChatSidebar.jsx;components\effects\Backgrounds\FloatingLines\FloatingLines.jsx;components\ui\SotsiaalAILoader.jsx;lib\auth\pin-login.js;package-lock.json;package.json"
.25s,class,0,""
.76,class,5,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.dock-icon,class,1,"components\effects\Components\Dock\Dock.jsx"
.18s,class,0,""
.dock-label,class,1,"components\effects\Components\Dock\Dock.jsx"
.664,class,0,""
.9vw,class,0,""
.profile-email-card-grid,class,1,"components\alalehed\ProfiilBody.jsx"
.profile-email-card,class,1,"components\alalehed\ProfiilBody.jsx"
.35,class,6,"app\api\chat\route.js;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\ProfiilBody.jsx;components\ui\SotsiaalAILoader.jsx"
.92,class,2,"components\alalehed\ChatBody.jsx;components\ui\SotsiaalAILoader.jsx"
.profile-email-card__icon,class,1,"components\alalehed\ProfiilBody.jsx"
.profile-email-card__label,class,1,"components\alalehed\ProfiilBody.jsx"
.08rem,class,0,""
.btn-primary,class,13,"app\error.jsx;app\taasta-parool\[token]\ResetPasswordForm.jsx;components\accessibility\AccessibilityModal.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx;components\LoginModal.jsx;components\ui\ModalConfirm.jsx"
.btn-profile-save,class,0,""
.btn-profile-logout,class,1,"components\alalehed\ProfiilBody.jsx"
.94em,class,0,""
.16s,class,1,"components\alalehed\ChatBody.jsx"
.98em,class,0,""
.login-modal-box,class,1,"components\LoginModal.jsx"
.glass-modal,class,1,"components\LoginModal.jsx"
.45em,class,1,"components\alalehed\UnustasinParooliBody.jsx"
.85em,class,0,""
.28rem,class,0,""
.login-modal-close,class,1,"components\LoginModal.jsx"
.19s,class,0,""
.login-icon-btn,class,0,""
.0625rem,class,0,""
.login-modal-form,class,1,"components\LoginModal.jsx"
.62em,class,0,""
.32,class,12,"app\api\auth\login-step1\route.js;app\api\auth\login-step2\route.js;app\api\auth\password\reset\route.js;app\api\profile\route.js;app\api\register\route.js;app\api\verify-email\route.js;components\alalehed\ChatBody.jsx;components\LoginModal.jsx;components\Space.jsx;components\ui\SotsiaalAILoader.jsx;lib\auth\pin-login.js;package-lock.json"
.75em,class,0,""
.input-email-icon,class,1,"components\LoginModal.jsx"
.svg,class,11,"app\layout.js;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\ProfiilBody.jsx;components\ChatSidebar.jsx;components\HomePage.jsx;components\Space.jsx;components\TextAnimations\CircularText\CircularText.jsx;components\ui\FancyCheckbox.jsx;components\ui\SotsiaalAILoader.jsx;components\ui\Toggle.jsx"
.24,class,26,"app\api\auth\login-step2\route.js;app\api\chat\conversations\route.js;app\api\chat\conversations\[id]\route.js;app\api\chat\route.js;app\api\profile\route.js;app\api\register\route.js;app\api\subscription\route.js;app\api\verify-email\route.js;app\start\page.jsx;components\accessibility\AccessibilityProvider.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\ProfiilBody.jsx;components\backgrounds\ColorBends.jsx;components\backgrounds\Particles.jsx;components\ChatSidebar.jsx;components\Space.jsx;components\ui\FancyCheckbox.jsx;components\ui\SotsiaalAILoader.jsx;lib\auth\pin-login.js;messages\backup en.json;messages\en.json;middleware.js;package-lock.json;package.json"
.login-modal-root,class,1,"components\LoginModal.jsx"
.glass-form,class,2,"components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx"
.65em,class,0,""
.14rem,class,0,""
.82rem,class,1,"components\admin\RagAdminPanel.jsx"
.12rem,class,2,"components\ui\FancyCheckbox.jsx;components\ui\FancyRadio.jsx"
.44em,class,0,""
.88em,class,0,""
.login-modal--otp,class,1,"components\LoginModal.jsx"
.0em,class,0,""
.76rem,class,0,""
.54em,class,0,""
.otp-secondary,class,1,"components\LoginModal.jsx"
.otp-form,class,1,"components\LoginModal.jsx"
.otp-summary,class,1,"components\LoginModal.jsx"
.03,class,0,""
.otp-summary__lead,class,1,"components\LoginModal.jsx"
.otp-summary__body,class,1,"components\LoginModal.jsx"
.otp-summary__meta,class,1,"components\LoginModal.jsx"
.otp-input-stack,class,1,"components\LoginModal.jsx"
.otp-checkbox,class,1,"components\LoginModal.jsx"
.otp-actions,class,1,"components\LoginModal.jsx"
.otp-submit,class,1,"components\LoginModal.jsx"
.12em,class,0,""
.chat-menu-btn,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-menu-label,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-context-info,class,1,"components\alalehed\ChatBody.jsx"
.chat-analysis-jump,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-jump--text,class,1,"components\alalehed\ChatBody.jsx"
.46,class,2,"components\admin\RagAdminPanel.jsx;package-lock.json"
.checkbox-text,class,3,"components\alalehed\ChatBodyBackup.jsx;components\alalehed\RegistreerimineBody.jsx;components\LoginModal.jsx"
.login-password-field,class,0,""
.login-social-icons-row,class,0,""
.login-or-divider,class,0,""
.reset-center-outer,class,0,""
.reset-box,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.375rem,class,0,""
.reset-email,class,1,"components\alalehed\UuendaEpostiBody.jsx"
.reset-info,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.reset-form,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.reset-label,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.reset-input,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.reset-btn,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.48em,class,0,""
.82,class,2,"components\Space.jsx;components\ui\SotsiaalAILoader.jsx"
.reset-bottom-link,class,0,""
.reset-bottom-text,class,0,""
.98,class,1,"components\ui\SotsiaalAILoader.jsx"
.reset-footer,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.register-form,class,1,"components\alalehed\RegistreerimineBody.jsx"
.glass-radio-group,class,1,"components\alalehed\RegistreerimineBody.jsx"
.glass-label-radio,class,1,"components\alalehed\RegistreerimineBody.jsx"
.glass-checkbox,class,3,"components\alalehed\ChatBodyBackup.jsx;components\alalehed\RegistreerimineBody.jsx;components\LoginModal.jsx"
.register-submit,class,1,"components\alalehed\RegistreerimineBody.jsx"
.btn-compact,class,7,"components\accessibility\AccessibilityModal.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.first-input-label,class,0,""
.glass-radio-label-text,class,1,"components\alalehed\RegistreerimineBody.jsx"
.1875rem,class,0,""
.9px,class,0,""
.28,class,7,"components\alalehed\ChatBody.jsx;components\backgrounds\Particles.jsx;components\Space.jsx;components\TextAnimations\CircularText\CircularText.jsx;components\ui\SotsiaalAILoader.jsx;package-lock.json;rag-service\main.py"
.6px,class,2,"components\alalehed\ChatBodyBackup.jsx;components\ui\FancyCheckbox.jsx"
.4px,class,0,""
.agree-word,class,0,""
.and-word,class,0,""
.midtext,class,3,"app\taasta-parool\[token]\ResetPasswordForm.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.btn-row,class,1,"components\ui\ModalConfirm.jsx"
.btn-danger,class,1,"components\ui\ModalConfirm.jsx"
.btn-tertiary,class,0,""
.46em,class,0,""
.modal-confirm,class,1,"components\ui\ModalConfirm.jsx"
.btn-modal-primary,class,1,"components\ui\ModalConfirm.jsx"
.btn-modal-secondary,class,1,"components\ui\ModalConfirm.jsx"
.tellimus-info-list,class,0,""
.36em,class,0,""
.tellimus-status-center,class,0,""
.tellimus-status-label,class,0,""
.tellimus-status-pill,class,0,""
.16em,class,0,""
.012em,class,0,""
.status-aktiivne,class,0,""
.status-l,class,0,""
.status-puudub,class,0,""
.tellimus-btn-center,class,1,"components\alalehed\TellimusBody.jsx"
.tellimus-pay-info,class,0,""
.13em,class,0,""
.btn-danger-wrapper,class,0,""
.chat-send-btn,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.stop,class,11,"components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\ui\SotsiaalAILoader.jsx;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;temp_et_head.json"
.chat-input-field,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.back-arrow-btn,class,15,"app\error.jsx;app\notfound.jsx;app\taasta-parool\[token]\ResetPasswordForm.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\KasutustingimusedBody.jsx;components\alalehed\MeistBody.jsx;components\alalehed\PrivaatsusBody.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.back-arrow-circle,class,15,"app\error.jsx;app\notfound.jsx;app\taasta-parool\[token]\ResetPasswordForm.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\KasutusjuhendBody.jsx;components\alalehed\KasutustingimusedBody.jsx;components\alalehed\MeistBody.jsx;components\alalehed\PrivaatsusBody.jsx;components\alalehed\ProfiilBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UnustasinParooliBody.jsx;components\alalehed\UuendaEpostiBody.jsx"
.modal-backdrop,class,1,"components\ui\ModalConfirm.jsx"
.modal-confirm-text,class,1,"components\ui\ModalConfirm.jsx"
.modal-confirm-title,class,0,""
.defer-fade,class,1,"components\HomePage.jsx"
.992,class,0,""
.84,class,1,"components\Space.jsx"
.44,class,3,"components\alalehed\ChatBody.jsx;components\alalehed\ProfiilBody.jsx;components\ui\SotsiaalAILoader.jsx"
.defer-from-top,class,1,"components\HomePage.jsx"
.defer-from-bottom,class,1,"components\HomePage.jsx"
.delay-1,class,1,"components\HomePage.jsx"
.delay-2,class,1,"components\HomePage.jsx"
.dim,class,1,"components\HomePage.jsx"
.top-center-link,class,1,"components\HomePage.jsx"
.5vw,class,0,""
.1vw,class,0,""
.footer-bottom-nav,class,1,"components\HomePage.jsx"
.nav-meist-link,class,1,"components\HomePage.jsx"
.nav-meist-wrap,class,1,"components\HomePage.jsx"
.nav-meist-icon,class,1,"components\HomePage.jsx"
.nav-meist-text,class,1,"components\HomePage.jsx"
.tellimus-box,class,1,"components\alalehed\TellimusBody.jsx"
.2vw,class,1,"components\alalehed\ChatBody.jsx"
.content-narrow,class,1,"components\alalehed\TellimusBody.jsx"
.0625em,class,0,""
.mobile-flipped-left,class,1,"components\HomePage.jsx"
.mobile-flipped-right,class,1,"components\HomePage.jsx"
.footer-column-mobile,class,1,"components\HomePage.jsx"
.8vw,class,0,""
.4vw,class,0,""
.75fr,class,0,""
.25fr,class,0,""
.9375rem,class,0,""
.drawer-panel,class,1,"components\alalehed\ConversationDrawer.jsx"
.cs-actions,class,1,"components\ChatSidebar.jsx"
.cs-btn,class,1,"components\ChatSidebar.jsx"
.06s,class,0,""
.09,class,1,"components\ui\SotsiaalAILoader.jsx"
.cs-refresh,class,1,"components\ChatSidebar.jsx"
.1s,class,1,"components\Animations\Magnet\Magnet.jsx"
.cs-refresh-icon,class,1,"components\ChatSidebar.jsx"
.35s,class,0,""
.chat-sources-inline,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-sources-btn,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.48rem,class,0,""
.chat-sources-btn--active,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-sources-btn--mini,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.drawer-overlay,class,1,"components\alalehed\ConversationDrawer.jsx"
.60,class,19,"app\api\auth\login-resend-otp\route.js;app\api\auth\login-step1\route.js;app\api\auth\login-step2\route.js;app\api\auth\password\reset\route.js;app\api\chat\conversations\route.js;app\api\chat\conversations\[id]\route.js;app\api\chat\route.js;app\api\profile\route.js;app\api\rag\selftest\route.js;app\api\register\route.js;app\api\subscription\route.js;app\api\verify-email\route.js;components\accessibility\AccessibilityProvider.jsx;components\admin\RagAdminPanel.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\Space.jsx;lib\auth\pin-login.js;middleware.js"
.open,class,22,"components\accessibility\AccessibilityProvider.jsx;components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx;components\alalehed\ConversationDrawer.jsx;components\alalehed\KasutustingimusedBody.jsx;components\alalehed\MeistBody.jsx;components\alalehed\PrivaatsusBody.jsx;components\alalehed\RegistreerimineBody.jsx;components\alalehed\TellimusBody.jsx;components\alalehed\UuendaEpostiBody.jsx;components\ChatSidebar.jsx;components\HomePage.jsx;components\i18n\RichText.jsx;components\LoginModal.jsx;components\pages\RegistreeriminePageClient.jsx;messages\backup en.json;messages\backup et.json;messages\backup ru.json;messages\en.json;messages\et.json;messages\ru.json;temp_et_head.json"
.drawer-header,class,1,"components\alalehed\ConversationDrawer.jsx"
.07,class,0,""
.drawer-close,class,1,"components\alalehed\ConversationDrawer.jsx"
.cs-container,class,1,"components\ChatSidebar.jsx"
.cs-list,class,1,"components\ChatSidebar.jsx"
.cs-item,class,1,"components\ChatSidebar.jsx"
.cs-link,class,1,"components\ChatSidebar.jsx"
.cs-title,class,1,"components\ChatSidebar.jsx"
.cs-preview,class,1,"components\ChatSidebar.jsx"
.94rem,class,0,""
.cs-time,class,1,"components\ChatSidebar.jsx"
.cs-empty,class,1,"components\ChatSidebar.jsx"
.cs-delete,class,1,"components\ChatSidebar.jsx"
.cs-trash-icon,class,1,"components\ChatSidebar.jsx"
.cs-scroll,class,0,""
.25dppx,class,0,""
.49dppx,class,0,""
.5dppx,class,0,""
.chat-actions,class,0,""
.chat-main,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-window,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-upload-preview-scroll,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-panel,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-card,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.54,class,1,"components\ui\SotsiaalAILoader.jsx"
.58,class,1,"components\alalehed\ChatBody.jsx"
.chat-analysis-header,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-titleblock,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-actions,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-header-text,class,0,""
.chat-analysis-title,class,0,""
.chat-analysis-subtitle,class,0,""
.78,class,2,"components\backgrounds\ColorBends.jsx;components\ui\SotsiaalAILoader.jsx"
.chat-analysis-hide,class,0,""
.chat-analysis-body,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-status,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.02rem,class,0,""
.chat-analysis-error,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-file,class,0,""
.chat-analysis-close,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-file-meta,class,0,""
.chat-analysis-file-actions,class,0,""
.chat-analysis-btn,class,0,""
.chat-analysis-btn--small,class,0,""
.96rem,class,0,""
.26rem,class,0,""
.chat-analysis-file-info,class,0,""
.chat-analysis-file-name,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-preview,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-preview-wrap,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-scroll-track,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-scroll-thumb,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-controls,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.06rem,class,0,""
.chat-analysis-controls--header,class,1,"components\alalehed\ChatBody.jsx"
.chat-analysis-controls--context,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-ask-btn,class,0,""
.chat-analysis-checkbox,class,1,"components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-meta--hint,class,1,"components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-meta--header,class,0,""
.chat-analysis-actions--inline,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.98rem,class,0,""
.24rem,class,0,""
.chat-analysis-jump--floating,class,1,"components\alalehed\ChatBody.jsx"
.chat-context-toggle,class,2,"components\alalehed\ChatBody.jsx;components\ui\Toggle.jsx"
.chat-context-toggle__label,class,1,"components\alalehed\ChatBody.jsx"
.32rem,class,0,""
.switch-button,class,1,"components\ui\Toggle.jsx"
.switch-outer,class,1,"components\ui\Toggle.jsx"
.button-toggle,class,1,"components\ui\Toggle.jsx"
.28s,class,0,""
.switch-eye-icon,class,1,"components\ui\Toggle.jsx"
.button-indicator,class,1,"components\ui\Toggle.jsx"
.chat-context-info-icon-svg,class,1,"components\alalehed\ChatBody.jsx"
.chat-context-info--inline,class,1,"components\alalehed\ChatBody.jsx"
.chat-context-info-tooltip,class,1,"components\alalehed\ChatBody.jsx"
.chat-analysis-meta,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-empty,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-analysis-empty-actions,class,0,""
.chat-analysis-collapsed-note,class,0,""
.chat-upload-action-btn,class,0,""
.90,class,3,"app\api\chat\conversations\route.js;app\api\chat\conversations\[id]\route.js;app\api\chat\route.js"
.chat-upload-action-btn--accent,class,0,""
.chat-input-row,class,1,"components\alalehed\ChatBody.jsx"
.chat-inputbar,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-input-field-wrap,class,1,"components\alalehed\ChatBody.jsx"
.chat-attach-as-send,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-attach-btn,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-attach-icon,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.shiny-ph,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.chat-send-btn--active,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.send-loader,class,2,"components\alalehed\ChatBody.jsx;components\alalehed\ChatBodyBackup.jsx"
.stage,class,1,"components\ui\SotsiaalAILoader.jsx"
.send-loader-bottom,class,1,"components\ui\SotsiaalAILoader.jsx"
.glow,class,1,"components\ui\SotsiaalAILoader.jsx"
.st2,class,1,"components\ui\SotsiaalAILoader.jsx"
