category,value,count,file_count,example_files
rgb,"rgba(197, 113, 113, 0.2)",6,2,components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css
rgb,"rgba(251, 249, 246, 0.93)",5,2,app/styles/base/core.css | app/styles/features/home/themes.css
rgb,"rgba(203, 190, 186, 0.79)",5,2,app/styles/base/core.css | app/styles/features/home/themes.css
rgb,"rgba(16, 19, 24, 0.84)",5,2,app/styles/base/core.css | app/styles/theme/dark.css
rgb,"rgba(12, 17, 27, 0.86)",5,2,app/styles/base/core.css | app/styles/theme/night.css
rgb,"rgba(9, 18, 30, 0.86)",5,2,app/styles/base/core.css | app/styles/theme/hc.css
rgb,"rgb(27, 39, 53)",5,2,app/styles/features/chat/hc.css | app/styles/theme/hc.css
rgb,"rgba(var(--mono-light-rgb), 0.1)",5,2,app/styles/features/chat/mono.css | app/styles/theme/mono.css
rgb,"rgba(255, 255, 255, 0.012)",5,3,app/styles/features/chat/mono.css | app/styles/shared/login-a11y.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css
rgb,"rgba(var(--mono-light-rgb), 0.08)",5,3,app/styles/features/chat/mono.css | app/styles/features/profile/mono.css | app/styles/theme/mono.css
rgb,"rgba(197, 113, 113, 0.52)",5,3,app/styles/features/chat/shell.css | components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css
rgb,"rgba(197, 113, 113, 0.22)",5,3,app/styles/features/chat/shell.css | app/styles/features/documents/mono.css | components/chat/WorkspacePanel.module.css
rgb,"rgba(197, 113, 113, 0.11)",5,3,app/styles/features/chat/shell.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css
rgb,"rgba(15, 23, 42, 0.06)",5,3,app/styles/features/chat/themes.css | app/styles/features/documents/workspace.css | app/styles/theme/light.css
rgb,"rgba(255, 234, 0, 0.62)",5,4,app/styles/features/documents/ui.css | app/styles/theme/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css
rgb,"rgba(255, 234, 0, 0.54)",5,1,app/styles/features/documents/ui.css
rgb,"rgba(255, 234, 0, 0.94)",5,4,app/styles/features/documents/ui.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | components/ui/BorderGlow.module.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25))",18,7,app/styles/features/documents/agent.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/ui-glow.css | app/styles/theme/night.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 88%, transparent)",10,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--workspace-feature-text) 14%, transparent)",8,2,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/mobile.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 92%, transparent)",7,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 90%, transparent)",6,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 86%, transparent)",5,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 80%, transparent)",5,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 84%, transparent)",5,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 96%, transparent)",4,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 98%, transparent)",3,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 94%, transparent)",3,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(214, 198, 189, 0.78))",3,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #111827 72%, #4b5563 28%)",2,1,app/styles/features/chat/themes.css
color_func,"color-mix(in srgb, var(--documents-card-border) 72%, transparent)",2,2,app/styles/features/documents/library.css | app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, rgba(255, 255, 255, 0.2) 70%, transparent)",2,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 100%, transparent)",2,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(255, 255, 255, 0.18) 72%, transparent)",2,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-surface-panel-bg) 96%, transparent)",2,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-glass-surface) 95%, transparent)",2,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--home-link-color, var(--brand-primary, #c57171))",2,1,app/styles/features/home/mobile.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 34%, transparent)",2,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent, #a85151) 58%, transparent)",2,1,app/styles/features/service-map/desktop/toolbar.css
color_func,"color-mix(
    in srgb,
    var(--glass-ring-surface-bg, var(--glass-surface-bg, rgba(0, 0, 0, 0.25))",2,1,app/styles/shared/glass-subpage.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(var(--dark-black-rgb), 0.25)",2,1,app/styles/theme/dark.css
color_func,"color-mix(in srgb, var(--checkbox-accent) 76%, transparent)",2,2,app/styles/theme/dark.css | app/styles/theme/mid.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg) 84%, transparent)",2,1,app/styles/theme/mono.css
color_func,"color-mix(
      in srgb,
      var(--glass-ring-surface-bg, var(--glass-surface-bg, rgba(0, 0, 0, 0.25))",2,1,components/effects/Components/OrbitalMenu/OrbitalMenu.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(15, 18, 24, 0.7))",2,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(255, 255, 255, 0.88))",2,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(
      in srgb,
      var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25))",1,1,app/styles/components/workspace-help-listings.css
color_func,"color-mix(
        in srgb,
        var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25))",1,1,app/styles/features/chat/help-listings-modal-surfaces.css
color_func,"color-mix(in srgb, var(--text-strong) 78%, transparent)",1,1,app/styles/features/chat/themes.css
color_func,"color-mix(in srgb, var(--title-color) 70%, transparent)",1,1,app/styles/features/chat/themes.css
color_func,"color-mix(in srgb, var(--title-color) 35%, transparent)",1,1,app/styles/features/chat/themes.css
color_func,"color-mix(in srgb, var(--documents-agent-thread-border, var(--subpage-card-border))",1,1,app/styles/features/documents/agent.css
color_func,"color-mix(in srgb, var(--documents-accent-border) 80%, transparent)",1,1,app/styles/features/documents/agent.css
color_func,"color-mix(in srgb, var(--documents-accent-soft) 65%, var(--documents-card-bg) 35%)",1,1,app/styles/features/documents/agent.css
color_func,"color-mix(in srgb, var(--documents-accent-border) 72%, transparent)",1,1,app/styles/features/documents/agent.css
color_func,"color-mix(in srgb, var(--documents-accent-soft) 36%, var(--documents-content-bg) 64%)",1,1,app/styles/features/documents/library.css
color_func,"color-mix(in srgb, var(--documents-dropdown-item-bg-hover, var(--documents-dropdown-bg-hover, var(--opaque-panel-bg-hover, var(--subpage-card-bg-hover))",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--documents-accent-border) 44%, var(--documents-dropdown-border, var(--opaque-panel-border, var(--subpage-card-border))",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--documents-chip-border) 76%, var(--documents-accent-border) 24%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--documents-chip-text-active) 42%, transparent)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--documents-accent) 88%, white 12%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-bg) 88%, var(--documents-info-bg) 12%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-border) 76%, var(--documents-info-border) 24%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-bg) 88%, var(--documents-success-bg) 12%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-border) 76%, var(--documents-success-border) 24%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-bg) 88%, var(--documents-warning-bg) 12%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-border) 76%, var(--documents-warning-border) 24%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-bg) 88%, var(--documents-error-bg) 12%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--subpage-card-border) 76%, var(--documents-error-border) 24%)",1,1,app/styles/features/documents/ui.css
color_func,"color-mix(in srgb, var(--documents-page-text) 88%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--panel-secondary-border) 62%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--glass-modal-text) 88%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(255, 255, 255, 0.24) 72%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(255, 255, 255, 0.22) 72%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--panel-secondary-bg) 94%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--panel-secondary-border) 96%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(255, 255, 255, 0.16) 72%, transparent)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-card-border) 70%, var(--documents-accent-border) 30%)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, var(--documents-card-border) 54%, var(--documents-accent-border) 46%)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(13, 19, 30, 0.8) 86%, rgba(20, 32, 54, 0.56) 14%)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(in srgb, rgba(10, 16, 28, 0.72) 90%, rgba(18, 30, 50, 0.42) 10%)",1,1,app/styles/features/documents/workspace.css
color_func,"color-mix(
    in srgb,
    var(--workspace-feature-text) 72%,
    transparent
  )",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(
    in srgb,
    var(--workspace-feature-text) 12%,
    transparent
  )",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-text) 22%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-text) 58%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, currentColor 72%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-field-bg) 72%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 76%, var(--workspace-feature-border-strong))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 28%, var(--workspace-feature-field-bg))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-surface) 84%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 48%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 16%, var(--workspace-feature-surface))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 24%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 14%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 20%, var(--workspace-feature-surface-hover))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 16%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 42%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 14%, var(--workspace-feature-surface))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 14%, var(--workspace-feature-surface-hover))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 12%, var(--workspace-feature-surface-hover))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-field-bg) 62%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, #45b981 24%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, #45b981 88%, var(--workspace-feature-text))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, #d88b45 22%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, #d88b45 84%, var(--workspace-feature-text))",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 48%, white 10%)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-checkbox-text) 86%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 76%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 22%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent) 13%, transparent)",1,1,app/styles/features/service-map/desktop/base.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent, var(--title-color, #c57171))",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(in srgb, var(--workspace-feature-text, #1f2937) 68%, transparent)",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(in srgb, var(--workspace-feature-text, #1f2937) 11%, transparent)",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent, #8f3d3d) 44%, transparent)",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent, #8f3d3d) 12%, var(--opaque-panel-bg, var(--workspace-feature-surface, #fff))",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(in srgb, var(--workspace-feature-accent, #8f3d3d) 68%, transparent)",1,1,app/styles/features/service-map/desktop/popup.css
color_func,"color-mix(
    in srgb,
    var(--workspace-feature-text, #f2f2f2) 14%,
    transparent
  )",1,1,app/styles/features/service-map/desktop/shell.css
color_func,"color-mix(in srgb, var(--workspace-feature-surface) 88%, transparent)",1,1,app/styles/features/service-map/desktop/toolbar.css
color_func,"color-mix(in srgb, var(--ui-checkbox-accent) 12%, transparent)",1,1,app/styles/shared/glass-core.css
color_func,"color-mix(in srgb, var(--ui-checkbox-accent) 76%, transparent)",1,1,app/styles/shared/glass-core.css
color_func,"color-mix(in srgb, var(--ui-checkbox-accent) 46%, transparent)",1,1,app/styles/shared/glass-core.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, var(--glass-surface-bg, rgba(0, 0, 0, 0.25))",1,1,app/styles/shared/glass-subpage.css
color_func,"color-mix(
    in srgb,
    var(--glass-surface-bg) 52%,
    rgba(0, 0, 0, 0.44) 48%
  )",1,1,app/styles/theme/light.css
color_func,"color-mix(
    in srgb,
    var(--glass-surface-bg) 44%,
    rgba(0, 0, 0, 0.54) 56%
  )",1,1,app/styles/theme/light.css
color_func,"color-mix(in srgb, var(--title-color, var(--brand-primary, #c57171))",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, #f59e0b 78%, rgba(18, 15, 23, 0.92))",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, var(--title-color, #8a4b49) 86%, #2f1f1e)",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, #b45309 86%, #2f1f1e)",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, var(--title-color, #8a4b49) 78%, #403631)",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, #a16207 84%, #403631)",1,1,components/chat/WorkspacePanel.module.css
color_func,"color-mix(in srgb, var(--covision-card-bg) 82%, transparent)",1,1,components/covision/CovisionPage.module.css
color_func,"color-mix(in srgb, var(--title-color, #c57171) 18%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--title-color, #c57171) 76%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--wellbeing-strong-text) 58%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #2f8f67 30%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #e6ad3e 34%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #bd4e4e 30%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #e7b85f 18%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #5eb2a4 18%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, #d56969 18%, var(--wellbeing-card-bg))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(255, 255, 255, 0.94))",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgba(12, 18, 27, 0.78) 36%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgba(20, 27, 38, 0.82) 44%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgba(13, 20, 32, 0.84) 32%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgba(20, 30, 45, 0.88) 42%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgb(22, 24, 22) 38%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, rgb(31, 33, 31) 44%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
color_func,"color-mix(in srgb, var(--wellbeing-card-border) 70%, transparent)",1,1,components/wellbeing/WellbeingPage.module.css
custom_prop_def,--subpage-card-bg,34,16,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/mobile/scroll-panels/glass-card.css
custom_prop_def,--subpage-card-bg-hover,34,16,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/mobile/scroll-panels/glass-card.css
custom_prop_def,--btn-primary-bg-active,33,17,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/mobile/interaction-surfaces.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css
custom_prop_def,--btn-primary-bg,33,16,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/dark.css
custom_prop_def,--btn-primary-bg-hover,32,16,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/dark.css
custom_prop_def,--input-bg,31,14,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css
custom_prop_def,--input-bg-hover,31,14,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css
custom_prop_def,--input-bg-focus,31,14,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css
custom_prop_def,--btn-primary-border-active,29,15,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/mobile/interaction-surfaces.css | app/styles/shared/register.css | app/styles/theme/dark.css
custom_prop_def,--btn-primary-border,28,12,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--btn-primary-border-hover,27,12,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--btn-primary-shadow-active,24,15,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/mobile/interaction-surfaces.css | app/styles/shared/register.css | app/styles/theme/dark.css
custom_prop_def,--btn-primary-shadow,24,12,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--btn-primary-shadow-hover,23,12,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--input-border,22,11,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--subpage-card-shadow,21,15,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/interaction-surfaces.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css
custom_prop_def,--panel-secondary-bg,21,12,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/invite/mobile.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css
custom_prop_def,--panel-secondary-shadow,21,14,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/invite/mobile.css | app/styles/mobile/foundations.css | app/styles/mobile/interaction-surfaces.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/workspace-guide.css | app/styles/theme/dark.css
custom_prop_def,--btn-primary-text,20,10,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css
custom_prop_def,--btn-primary-shadow-focus,20,11,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css
custom_prop_def,--subpage-card-border,20,13,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css
custom_prop_def,--subpage-card-shadow-hover,20,14,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/interaction-surfaces.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css
custom_prop_def,--input-shadow,20,11,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--input-shadow-hover,20,11,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--subpage-card-border-hover,19,13,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css
custom_prop_def,--card-bg,19,6,app/styles/features/chat/mono.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css
custom_prop_def,--home-panel-bg,18,7,app/styles/features/home/desktop.css | app/styles/features/home/mobile.css | app/styles/features/home/themes.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css
custom_prop_def,--glass-ring-surface-bg,16,10,app/styles/base/core.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
custom_prop_def,--seg-card-bg-selected,16,13,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css
custom_prop_def,--panel-secondary-border,16,11,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css
