category,value,count,file_count,example_files
var,--mobile-glass-card-gap,54,12,app/styles/features/chat/mobile.css | app/styles/features/documents/mobile.css | app/styles/features/policy/mobile.css | app/styles/features/profile/account-modal.css | app/styles/features/profile/android-mobile.css | app/styles/features/profile/mobile.css | app/styles/features/service-map/mobile.css | app/styles/mobile/foundations.css
var,--title-color,50,18,app/styles/features/chat/mobile-topnav.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet-attribution.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/features/service-map/desktop/toolbar.css
var,--mono-mid-rgb,48,3,app/styles/features/documents/mono.css | app/styles/features/profile/mono.css | app/styles/theme/mono.css
var,--subpage-card-shadow,46,20,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/features/documents/agent.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/invite/mobile.css
var,--mono-text,46,9,app/styles/features/chat/mono.css | app/styles/features/documents/mono.css | app/styles/features/home/themes.css | app/styles/features/profile/mono.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/chat/rail.module.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css
var,--workspace-feature-text,45,7,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/features/service-map/mobile.css
var,--workspace-elevated-card-bg,44,12,app/styles/features/invite/mobile.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css
var,--dark-white-rgb,43,1,app/styles/theme/dark.css
var,--input-shadow,42,14,app/styles/features/auth-forms/form-theme.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/shared/glass-subpage.css
var,--btn-primary-shadow,42,15,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css
var,--glass-mobile-root-vh,41,13,app/styles/features/home/background-mobile.css | app/styles/features/home/mobile-foundations.css | app/styles/features/home/mobile.css | app/styles/features/invite/mobile.css | app/styles/features/profile/account-modal.css | app/styles/features/profile/android-mobile.css | app/styles/features/profile/mobile.css | app/styles/mobile/foundations.css
var,--input-bg,40,17,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css
var,--workspace-feature-accent,40,4,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/features/service-map/desktop/toolbar.css
var,--brand-primary,39,19,app/styles/base/typography.css | app/styles/features/chat/mobile-topnav.css | app/styles/features/chat/themes.css | app/styles/features/home/desktop.css | app/styles/features/home/mobile.css | app/styles/features/home/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet-attribution.css
var,--subpage-card-bg-hover,37,16,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/features/documents/agent.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css
var,--btn-primary-bg,37,17,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/mobile/foundations.css
var,--subpage-card-border,36,16,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/themes.css | app/styles/features/documents/agent.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/invite/mobile.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css
var,--glass-shell-shadow,35,15,app/styles/features/chat/shell.css | app/styles/features/documents/library.css | app/styles/features/documents/mobile.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/home/desktop.css | app/styles/features/profile/mobile.css
var,--help-scroll-fade-top,32,2,app/styles/components/selected-listing.css | app/styles/components/workspace-help-listings.css
var,--ring-diameter,32,8,app/styles/features/chat/shell.css | app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/shared/login-a11y.css | app/styles/shared/register.css | app/styles/utilities/glass-ring-stable.shared.css
var,--seg-card-bg,31,9,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/mid.css | app/styles/theme/mono.css
var,--seg-card-shadow,31,8,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/mono.css | components/covision/CovisionPage.module.css
var,--btn-primary-bg-hover,31,17,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/mobile/foundations.css
var,--btn-primary-shadow-hover,30,15,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css
var,--chat-action-size,30,3,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css
var,--pin-border-w,30,5,app/styles/features/profile/hc.css | app/styles/features/profile/mobile.css | app/styles/theme/hc.css | app/styles/theme/light.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css
var,--seg-card-border,29,7,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/theme/mono.css | components/covision/CovisionPage.module.css
var,--workspace-guide-panel-overscan-top,29,8,app/styles/features/policy/responsive.css | app/styles/mobile/scroll-panels/workspace-guide-base.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/mobile/subpage-header/workspace-offsets.css | app/styles/shared/glass-subpage.css | app/styles/shared/mobile-workspace-header-offsets.css | app/styles/shared/workspace-guide.css | components/ui/PageInfoButton.module.css
var,--input-bg-hover,26,13,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/invite/form-theme.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css
var,--service-map-mobile-control-size,26,1,app/styles/features/service-map/mobile.css
var,--ring-diameter-default,25,5,app/styles/features/chat/shell.css | app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css | app/styles/shared/glass-subpage.css | app/styles/utilities/glass-ring-stable.shared.css
var,--card-size,25,2,app/styles/features/home/desktop.css | app/styles/tokens.css
var,--rail-item-size,25,3,components/chat/LeftRail.module.css | components/chat/RightRail.module.css | components/chat/rail.module.css
var,--wellbeing-strong-text,25,1,components/wellbeing/WellbeingPage.module.css
var,--help-scroll-fade-bottom,24,2,app/styles/components/selected-listing.css | app/styles/components/workspace-help-listings.css
var,--chat-window-fade-top-active,24,1,app/styles/features/chat/shell.css
var,--mobile-safe-bottom,24,7,app/styles/features/home/mobile.css | app/styles/features/profile/account-modal.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-workspace-scroll-adapters.css | components/chat/WorkspacePanel.module.css
var,--workspace-feature-surface,23,5,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/features/service-map/desktop/toolbar.css
var,--home-panel-bg,22,2,app/styles/base/core.css | app/styles/features/home/desktop.css
var,--btn-primary-border,22,12,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/mobile/interaction-surfaces.css
var,--inputbar-h,22,4,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css
var,--workspace-mobile-panel-gap,22,2,app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-workspace-scroll-adapters.css
var,--hc-control-bg,22,4,app/styles/shared/ui-glow.css | app/styles/theme/hc.css | components/covision/CovisionPage.module.css | components/ui/BorderGlow.module.css
var,--edge-sensitivity,21,3,app/styles/features/chat/shell.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css
var,--mid-pill-surface-bg,21,5,app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/shared/ui-glow.css | app/styles/theme/mid.css
var,--mono-input-surface-hover,21,3,app/styles/features/documents/mono.css | app/styles/shared/glass-subpage.css | app/styles/theme/mono.css
var,--mobile-safe-top,21,6,app/styles/features/home/mobile.css | app/styles/features/profile/account-modal.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-workspace-scroll-adapters.css | components/ui/PageInfoButton.module.css
var,--input-shadow-composite,20,8,app/styles/features/auth-forms/form-theme.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/login-a11y.css | app/styles/shared/ui-glow.css | components/covision/CovisionPage.module.css
var,--subpage-card-text,20,13,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css | app/styles/theme/dark.css | app/styles/theme/light.css
var,--workspace-guide-panel-pad-x,20,5,app/styles/features/policy/responsive.css | app/styles/mobile/scroll-panels/workspace-guide-base.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | components/wellbeing/WellbeingPage.module.css
var,--input-text,19,12,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css
var,--input-shadow-hover,19,12,app/styles/features/auth-forms/form-theme.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/mobile/foundations.css | app/styles/shared/glass-subpage.css | app/styles/shared/login-a11y.css
var,--opaque-panel-bg,19,11,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/shell.css
var,--glass-surface-text,19,14,app/styles/features/chat/shell.css | app/styles/features/documents/library.css | app/styles/features/home/desktop.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/shell.css | app/styles/shared/glass-subpage.css | app/styles/shared/ui-glow.css | app/styles/theme/dark.css
var,--documents-elevated-bg,19,4,app/styles/features/documents/agent.css | app/styles/features/documents/library.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css
var,--mono-input-surface,19,3,app/styles/features/documents/mono.css | app/styles/shared/glass-subpage.css | app/styles/theme/mono.css
var,--form-surface,19,6,app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css
var,--orbit-keypad-shadow,19,4,app/styles/features/profile/hc.css | app/styles/features/profile/mobile.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css
var,--workspace-elevated-card-bg-hover,19,6,app/styles/features/service-map/desktop/base.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | components/covision/CovisionPage.module.css
var,--font-aino,18,11,app/styles/base/core.css | app/styles/base/typography.css | app/styles/features/chat/mobile-topnav.css | app/styles/features/service-map/desktop/leaflet-attribution.css | app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/tailwind.css
var,--workspace-glass-shell-inline-size,18,6,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/policy/pages.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | components/wellbeing/WellbeingPage.module.css
var,--workspace-glass-block-size,18,6,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | components/covision/CovisionPage.module.css | components/wellbeing/WellbeingPage.module.css
var,--glass-ring-pad-top,18,9,app/styles/features/chat/mobile.css | app/styles/features/policy/mobile.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/mobile/subpage-header/workspace-offsets.css | app/styles/shared/mobile-modal-surfaces.css | app/styles/shared/mobile-workspace-header-offsets.css
var,--mono-tooltip-surface,18,5,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/theme/mono.css
var,--policy-bottom-fade-rgb,18,2,app/styles/features/policy/pages.css | app/styles/features/profile/android-mobile.css
var,--dark-black-rgb,18,1,app/styles/theme/dark.css
var,--form-surface-hover,18,5,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css
var,--glass-ring-sheen,17,11,app/styles/features/chat/mobile.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/profile/mobile.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/mobile.css | app/styles/shared/glass-subpage.css | app/styles/theme/mono.css
var,--chat-diameter,17,3,app/styles/features/chat/shell.css | app/styles/tokens.css | components/chat/rail.module.css
var,--documents-page-text,17,4,app/styles/features/documents/library.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css
var,--workspace-feature-shadow,16,4,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css
var,--service-map-glass-blur,16,4,app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/features/service-map/mobile.css
var,--mid-white-rgb,16,1,app/styles/theme/mid.css
var,--seg-card-text,15,7,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/register.css | components/covision/CovisionPage.module.css
var,--chat-inputbar-bg,15,4,app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/ui-glow.css | app/styles/theme/mid.css
var,--glass-ring-pad-x,15,6,app/styles/features/policy/mobile.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-modal-surfaces.css | app/styles/shared/mobile-workspace-scroll-adapters.css
var,--workspace-feature-border,15,5,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/features/service-map/desktop/toolbar.css
var,--hc-field-bg,15,5,app/styles/shared/ui-glow.css | app/styles/theme/hc.css | components/covision/CovisionPage.module.css | components/ui/BorderGlow.module.css | components/wellbeing/WellbeingPage.module.css
var,--light-white-rgb,15,1,app/styles/theme/light.css
var,--rail-icon-scale,15,3,components/chat/LeftRail.module.css | components/chat/RightRail.module.css | components/chat/rail.module.css
var,--wellbeing-text,15,1,components/wellbeing/WellbeingPage.module.css
var,--seg-card-shadow-hover,14,7,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | components/covision/CovisionPage.module.css
var,--seg-card-text-selected,14,9,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/features/service-map/mobile.css | app/styles/shared/register.css
var,--mono-orbit-surface,14,5,app/styles/features/chat/mono.css | app/styles/features/documents/mono.css | app/styles/features/profile/mono.css | app/styles/theme/mono.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css
var,--opaque-panel-bg-hover,14,3,app/styles/features/chat/shell.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css
var,--edge-proximity,14,3,app/styles/features/chat/shell.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css
var,--documents-surface-panel-bg,14,3,app/styles/features/documents/library.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css
var,--workspace-glass-inline-size,14,6,app/styles/features/policy/responsive.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | components/covision/CovisionPage.module.css | components/wellbeing/WellbeingPage.module.css
var,--input-flat-bg,14,7,app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css
var,--service-map-toolbar-back-hit-size,14,2,app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css
var,--seg-card-bg-selected,13,7,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/theme/mid.css | components/covision/CovisionPage.module.css
var,--input-shadow-hover-composite,13,8,app/styles/features/auth-forms/form-theme.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/login-a11y.css | app/styles/shared/ui-glow.css | components/covision/CovisionPage.module.css
var,--chat-card-surface-night-standard-bg,13,5,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/night.css
var,--chat-composer-main-control-size,13,3,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css
var,--chat-rail-tooltip-bg,13,4,app/styles/features/chat/shell.css | app/styles/theme/hc.css | app/styles/theme/mid.css | components/chat/rail.module.css
var,--workspace-guide-panel-pad-top,13,4,app/styles/features/policy/responsive.css | app/styles/mobile/scroll-panels/workspace-guide-base.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css
var,--hc-bg,13,4,app/styles/theme/hc.css | components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css | components/ui/PageInfoButton.module.css
var,--cursor-pointer,12,11,app/styles/base/core.css | app/styles/components/journey.css | app/styles/features/documents/ui.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/shared/glass-core.css | app/styles/shared/login-a11y.css
var,--input-border,12,10,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/features/invite/form-theme.css | app/styles/features/register/coarse-pointer.css | app/styles/features/register/form-theme.css | app/styles/features/service-map/desktop/base.css
var,--subpage-card-shadow-hover,12,8,app/styles/features/auth-forms/form-theme.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/features/documents/agent.css | app/styles/features/invite/form-theme.css | app/styles/features/register/form-theme.css | app/styles/theme/light.css | app/styles/theme/night.css
var,--text-strong,12,7,app/styles/features/chat/mobile.css | app/styles/features/chat/themes.css | app/styles/features/documents/workspace.css | app/styles/features/home/themes.css | app/styles/features/invite/modal-surfaces.css | app/styles/theme/light.css | components/chat/WorkspacePanel.module.css
var,--chat-window-fade-bottom-active,12,1,app/styles/features/chat/shell.css
var,--glass-modal-text,12,10,app/styles/features/documents/library.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/mid.css | app/styles/tokens.css
var,--policy-scroll-rise,12,2,app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css
var,--btn-primary-text,12,5,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/theme/hc.css | app/styles/theme/mid.css
var,--btn-primary-focus-ring-color,12,9,app/styles/shared/workspace-dashboard-card-compact.css | app/styles/theme/dark.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css
var,--hc-panel-bg,12,4,app/styles/theme/hc.css | components/covision/CovisionPage.module.css | components/ui/BorderGlow.module.css | components/wellbeing/WellbeingPage.module.css
var,--chat-card-surface-night-standard-flat-bg,11,4,app/styles/features/chat/hc.css | app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/theme/hc.css
var,--rail-tooltip-bg,11,3,app/styles/features/chat/shell.css | app/styles/theme/mid.css | components/chat/rail.module.css
var,--policy-scroll-overscan-top,11,2,app/styles/features/policy/mobile-header.css | app/styles/features/policy/mobile.css
var,--workspace-guide-panel-overscan-bottom,11,4,app/styles/features/policy/responsive.css | app/styles/mobile/scroll-panels/workspace-guide-base.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/shared/glass-subpage.css
var,--orbit-keypad-fill,11,3,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css | components/ui/BorderGlow.module.css
var,--input-flat-bg-hover,11,7,app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css
var,--workspace-feature-surface-hover,11,2,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css
var,--workspace-feature-field-text,11,3,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css
var,--workspace-feature-muted,11,3,app/styles/features/service-map/desktop/base.css | app/styles/features/service-map/desktop/popup.css | app/styles/features/service-map/desktop/toolbar.css
var,--service-map-map-radius,11,3,app/styles/features/service-map/desktop/leaflet.css | app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/mobile.css
var,--hc-text,11,4,app/styles/theme/hc.css | components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css | components/ui/PageInfoButton.module.css
var,--seg-card-border-hover,10,6,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | components/covision/CovisionPage.module.css
var,--seg-card-border-selected,10,6,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | components/covision/CovisionPage.module.css
var,--seg-card-shadow-selected,10,6,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | components/covision/CovisionPage.module.css
var,--csp-pad,10,4,app/styles/features/accessibility/touch.css | app/styles/features/register/coarse-pointer.css | app/styles/features/rooms/coarse-pointer.css | components/CenteredScrollPicker.css
var,--mobile-glass-card-radius,10,9,app/styles/features/chat/mobile.css | app/styles/features/documents/mobile.css | app/styles/features/profile/android-mobile.css | app/styles/features/profile/mobile.css | app/styles/mobile/foundations.css | app/styles/mobile/scroll-panels/glass-card.css | app/styles/mobile/scroll-panels/workspace-layout.css | app/styles/shared/mobile-modal-surfaces.css
var,--chat-composer-send-control-size,10,2,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css
var,--mono-field-hole-shadow,10,3,app/styles/features/chat/mono.css | app/styles/features/documents/mono.css | app/styles/theme/mono.css
var,--chat-window-scroll-top-fade-end-active,10,1,app/styles/features/chat/shell.css
var,--mid-pill-surface-shadow,10,5,app/styles/features/chat/themes.css | app/styles/features/service-map/desktop/base.css | app/styles/mobile/foundations.css | app/styles/shared/ui-glow.css | app/styles/theme/mid.css
var,--workspace-card-icon-size,10,3,app/styles/features/chat/workspace-dashboard-cards.css | components/chat/WorkspacePanel.module.css | components/wellbeing/WellbeingPage.module.css
var,--service-map-control-glass-bg,10,3,app/styles/features/service-map/desktop/shell.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/features/service-map/mobile.css
var,--app-height,9,4,app/styles/base/backgrounds.css | app/styles/base/core.css | app/styles/base/layout.css | app/styles/mobile/foundations.css
var,--orbit-accent,9,4,app/styles/components/journey.css | app/styles/features/profile/mobile.css | app/styles/features/profile/mono.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css
var,--btn-primary-border-hover,9,8,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/register/coarse-pointer.css | app/styles/features/service-map/desktop/toolbar.css | app/styles/shared/register.css | app/styles/theme/hc.css | app/styles/theme/mid.css
var,--mono-icon,9,2,app/styles/features/chat/mono.css | app/styles/theme/mono.css
var,--drawer-sidebar-fade-top,9,1,app/styles/features/chat/shell.css
var,--drawer-sidebar-fade-bottom,9,1,app/styles/features/chat/shell.css
